index_op;trans_date_trans_time;merchant;category;amt;city;state;latitude;longitude;city_pop;job;dob;trans_num;merch_lat;merch_long;is_fraud
116;2019-01-01T07:39:00.000;Harris Inc;gas_transport;68.85;Meadville;MO;397.795;-933.014;964;Tourist information centre manager;1974-12-23T00:00:00.000;f555a9523ee3b2dcb0bdb6ed459deb03;38.795.002;-94.219.522;0
117;2019-01-01T07:43:51.000;McDermott-Weimann;grocery_pos;150.82;June Lake;CA;377.773;-1.190.825;633;Health service manager;1927-09-09T00:00:00.000;d4175d076783f76299e010c158b2b6c7;38.179.302;-119.614.224;0
118;2019-01-01T07:47:43.000;Robel, Cummerata and Prosacco;gas_transport;77.62;Independence;MO;391.412;-943.515;123373;Engineer, production;1992-11-27T00:00:00.000;b5ce075eb7992d3fc45e500507a0322c;38.748.636;-94.884.859;0
119;2019-01-01T07:54:20.000;Kunde-Sanfo;misc_net;3.18;Cardwell;MO;360.434;-902.907;1120;Television floor manager;1957-04-17T00:00:00.000;62cd1654abac4ea270b9b1a3e0f8cf13;36.753.937;-91.101.249;0
120;2019-01-01T07:55:19.000;Cole PLC;grocery_pos;125.69;Mesa;ID;446.255;-1.164.493;129;Cartographer;1965-12-15T00:00:00.000;637d26ade8d5c520540a8fb0910a7d28;43.932.656;-116.426.446;0
121;2019-01-01T07:55:52.000;Dickinson Lt;misc_pos;3.34;Corona;CA;338.419;-1.176.043;233717;Wellsite geologist;1966-05-22T00:00:00.000;621cbb20ee3cbdbb017bfd9ecfe6e595;32.923.527;-116.743.069;0
122;2019-01-01T08:03:42.000;Murray-Smitham;grocery_pos;218.2;Daly City;CA;376.787;-122.478;107941;Buyer, industrial;1991-10-04T00:00:00.000;77c4bf620494a9ffb6e9d8ef9cc133b5;38.190.054;-121.705.641;0
123;2019-01-01T08:05:59.000;Tillman, Dickinson and Labadie;gas_transport;60.17;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;27bd28157b84eb0e00a031787f6f3bf8;42.182.148;-99.876.819;0
124;2019-01-01T08:06:44.000;Metz-Boehm;shopping_pos;3.54;San Jose;CA;373.304;-1.217.913;973849;Science writer;1955-06-12T00:00:00.000;22108cef010fb1c7f60e0905b79cc178;38.005.968;-121.191.609;0
125;2019-01-01T08:09:01.000;Greenholt, Jacobi and Gleason;gas_transport;49.47;San Jose;CA;373.304;-1.217.913;973849;Science writer;1955-06-12T00:00:00.000;3b0db891ea9d7d317dd5d7dde4ff3f15;37.202.165;-122.238.415;0
126;2019-01-01T08:13:00.000;Flatley-Durgan;misc_net;407.42;Gardiner;OR;437.857;-1.241.437;260;Engineer, maintenance;1956-09-01T00:00:00.000;2c761ec42e24be40a8473480be1b39bf;44.556.768;-123.410.213;0
127;2019-01-01T08:14:16.000;Turcotte-Halvorson;misc_pos;6.72;Paradise Valley;AZ;335.494;-1.119.565;17047;Building surveyor;1935-01-29T00:00:00.000;962392d9ee245e1de785e10ccf31bea3;32.803.224;-112.544.682;0
128;2019-01-01T08:18:43.000;Spencer-Runolfsson;misc_pos;14.92;Burlington;WA;484.786;-1.223.345;14871;Public house manager;1974-03-10T00:00:00.000;8281ad5a3b1ae4b6ca336af656b26186;4.936.542;-121.909.876;0
129;2019-01-01T08:19:46.000;Berge LLC;gas_transport;63.6;Camden;MO;392.048;-940.259;464;Colour technologist;1959-05-28T00:00:00.000;be8494e402d166aad6125ee58390903b;39.026.626;-94.047.307;0
130;2019-01-01T08:22:57.000;Labadie, Treutel and Bode;shopping_net;7.72;San Diego;CA;330.067;-117.069;1241364;Chartered public finance accountant;1959-08-05T00:00:00.000;3eafe2ea6f20b9bb1dacd06600171691;32.844.452;-117.698.985;0
131;2019-01-01T08:24:20.000;Dach-Bore;grocery_net;66.41;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;15f6a0a1d168532d8bf679d1e35bbf55;33.303.045;-111.642.781;0
132;2019-01-01T08:29:02.000;Johnson, Runolfsdottir and Maye;misc_net;119.3;Kissee Mills;MO;366.704;-930.377;1201;Engineer, agricultural;1980-03-18T00:00:00.000;68dc37af3b1afb730e93e5aa769d81e0;35.986.761;-93.552.055;0
133;2019-01-01T08:32:34.000;Morar Inc;grocery_net;41.51;Espanola;NM;359.866;-1.060.654;18408;Historic buildings inspector/conservation officer;1972-07-18T00:00:00.000;3544f27c0e2a41376767ef363ed6a445;36.361.596;-107.003.424;0
134;2019-01-01T08:33:06.000;Mayert Group;shopping_pos;1.28;Campbell;NE;402.967;-98.737;493;Surveyor, minerals;1940-09-13T00:00:00.000;128d12e82cc3ddb7078f419090279e5d;41.186.022;-982.683;0
135;2019-01-01T08:34:47.000;Hudson-Grady;shopping_pos;2.06;Indian Wells;CA;337.163;-1.163.381;4677;Learning mentor;1955-05-06T00:00:00.000;213ee3a1f8f1fb407104913e1a792198;33.603.798;-116.540.492;0
136;2019-01-01T08:40:04.000;Osinski, Ledner and Leuschke;grocery_pos;101.95;North Loup;NE;414.972;-987.858;509;Nurse, children's;1980-09-15T00:00:00.000;17e156c3d3247de328c90082de7060f5;40.658.388;-98.468.462;0
137;2019-01-01T08:42:31.000;Kuvalis Lt;gas_transport;74.4;Mountain Center;CA;336.401;-1.165.567;1661;Therapist, music;1988-09-19T00:00:00.000;52bf8c4c36520832ff7bfe21a60f7125;33.011.954;-11.693.814;0
138;2019-01-01T08:45:39.000;Erdman-Kertzmann;gas_transport;56.16;Utica;MO;397.417;-936.289;271;Land/geomatics surveyor;1972-04-18T00:00:00.000;4db5b57ad4c0297dffd76583fde6bea6;4.039.003;-94.117.548;0
139;2019-01-01T08:45:43.000;Dickinson-Rempel;misc_pos;154.91;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;3d9aa6d05c4cf14c4af5d377e0ae4dc8;65.336.985;-16.534.569;0
140;2019-01-01T08:49:29.000;McGlynn-Jaskolski;misc_pos;36.62;Helm;CA;364.992;-1.200.936;123;Early years teacher;1973-02-07T00:00:00.000;6458bd33847734ea1c5075edce6ef805;35.590.437;-120.030.031;0
141;2019-01-01T08:53:14.000;Hudson-Ratke;grocery_pos;84.04;Mound City;MO;401.362;-952.138;1631;Architect;1953-01-20T00:00:00.000;a4124a63fe29428a307eb671a3f03ba3;40.638.122;-9.583.434;0
142;2019-01-01T09:03:15.000;Schamberger-O'Keefe;grocery_pos;148.1;Lowell;OR;43.921;-1.227.806;1420;Systems analyst;1965-11-11T00:00:00.000;f87f521574b3074d07652bdda05fdc5a;44.611.543;-123.481.226;0
143;2019-01-01T09:06:24.000;Nader-Helle;misc_net;77.04;Parks;AZ;352.563;-111.95;759;Geologist, engineering;1957-03-28T00:00:00.000;fb7244fb7a5de4bf5644fb0b6167449d;34.389.461;-11.142.367;0
144;2019-01-01T09:08:32.000;Hermann-Gaylo;misc_pos;17.21;High Rolls Mountain Park;NM;329.396;-1.058.189;899;Naval architect;1967-08-30T00:00:00.000;f99eb614ec5ca802aebd68adb7d233c5;32.280.246;-106.808.789;0
145;2019-01-01T09:11:11.000;Stamm-Rodriguez;misc_pos;31.98;Fort Washakie;WY;430.048;-1.088.964;1645;Freight forwarder;1976-02-26T00:00:00.000;bb79e069a78e3b394f6412ff315ff245;43.382.392;-107.956.092;0
146;2019-01-01T09:13:31.000;Schmeler Inc;misc_pos;2.72;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;ae0616344b2cd56da54995c4a7341ebf;33.102.424;-113.031.541;0
147;2019-01-01T09:19:21.000;Prohaska-Murray;gas_transport;47.08;High Rolls Mountain Park;NM;329.396;-1.058.189;899;Naval architect;1967-08-30T00:00:00.000;af4e8397ae771b8f1810708856ccdd18;3.333.236;-104.835.644;0
148;2019-01-01T09:20:24.000;Turcotte-Halvorson;misc_pos;3.96;San Diego;CA;330.067;-117.069;1241364;Chartered public finance accountant;1959-08-05T00:00:00.000;cf56c5861bb83da1e2510125f58fd2bf;33.202.001;-118.004.124;0
149;2019-01-01T09:22:08.000;Watsica, Haag and Considine;shopping_pos;4.73;Laguna Hills;CA;33.615;-1.177.114;45303;Sales executive;1969-12-22T00:00:00.000;2b6dfcaa97388cf78bb203a62a63941d;33.404.607;-116.986.619;0
150;2019-01-01T09:29:09.000;Raynor, Reinger and Hagenes;gas_transport;72.18;Thompson;UT;389.999;-109.615;46;Surveyor, minerals;1987-04-23T00:00:00.000;2fa89b83d2fd924592bcccb3adf444e4;39.650.886;-109.490.384;0
151;2019-01-01T09:29:58.000;Schamberger-O'Keefe;grocery_pos;197.16;Meridian;ID;436.498;-1.164.306;84106;Intelligence analyst;1971-02-11T00:00:00.000;474e9337240f379e55216d2176740822;44.265.422;-116.790.366;0
152;2019-01-01T09:32:30.000;Brekke and Sons;gas_transport;79.12;Lamy;NM;354.311;-1.059.409;923;Public relations account executive;1964-06-22T00:00:00.000;2830bf8d68c6051a91498cd7bb3247ba;35.275.443;-10.571.724;0
153;2019-01-01T09:36:48.000;Tillman, Dickinson and Labadie;gas_transport;73.79;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;0b454b130b75c6519810ab0c65c01c88;40.625.055;-98.588.171;0
154;2019-01-01T09:41:25.000;Schmeler, Bashirian and Price;shopping_net;9.3;Cardwell;MO;360.434;-902.907;1120;Television floor manager;1957-04-17T00:00:00.000;5c8a3352624826c5d9f9029a1f342fe6;36.930.573;-89.496.439;0
155;2019-01-01T09:42:51.000;Klocko LLC;misc_net;23.57;Hatch;UT;377.175;-1.124.777;258;Geoscientist;1961-11-24T00:00:00.000;1ad7c13c20187d801960465877306721;37.437.406;-111.695.693;0
156;2019-01-01T10:03:34.000;Parisian and Sons;gas_transport;53.3;Kent;OR;450.838;-1.206.649;60;Museum education officer;1942-04-03T00:00:00.000;c56dda8b062fd466a0e5beb348d0fde2;44.381.944;-120.715.923;0
157;2019-01-01T10:07:39.000;Schoen, Kuphal and Nitzsche;grocery_pos;40.73;Oakland;CA;377.878;-1.221.884;381459;Barista;1974-01-03T00:00:00.000;ed898e5e31e1a68b6859084e58a85a71;37.228.485;-122.919.365;0
158;2019-01-01T10:08:17.000;Greenholt, Jacobi and Gleason;gas_transport;73.11;Fields Landing;CA;407.268;-1.242.174;276;Scientist, audiological;1929-05-06T00:00:00.000;5ce83c0c43d6cacdfa5839da561f80a1;41.359.602;-123.959.767;0
159;2019-01-01T10:08:23.000;Turcotte-Halvorson;misc_pos;23.17;Parker Dam;CA;34.298;-114.156;126;Marketing executive;1992-10-07T00:00:00.000;cdef0856c7bc77e108e8083467f5e828;33.352.532;-114.961.724;0
160;2019-01-01T10:09:51.000;McDermott-Weimann;grocery_pos;97.45;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;614bd8f2d4dbc5c2c754118911c1d681;39.228.231;-92.188.319;0
161;2019-01-01T10:11:08.000;Jaskolski-Vandervort;misc_net;4.35;Weeping Water;NE;408.731;-961.528;1517;Dealer;1951-11-08T00:00:00.000;ee7c0c461e8eba4a105b4c9620bc8369;40.542.864;-96.515.629;0
162;2019-01-01T10:12:48.000;Kerluke PLC;misc_net;1.63;Moab;UT;385.677;-1.095.271;9772;Location manager;1989-11-24T00:00:00.000;a92c9646140f26bfe9415167a9799d9c;38.208.416;-109.274.184;0
163;2019-01-01T10:14:15.000;Miller-Harris;misc_net;10.96;Moriarty;NM;349.889;-1.060.609;7268;Therapist, art;1988-08-04T00:00:00.000;33446b7d7a2c1a5c7bba9cc4851446e4;35.430.223;-105.793.238;0
164;2019-01-01T10:14:19.000;Heaney-Marquardt;entertainment;22.32;Paradise Valley;AZ;335.494;-1.119.565;17047;Building surveyor;1935-01-29T00:00:00.000;bb577d9698812575ad8ef0ba8d1a7116;34.041.368;-112.265.105;0
165;2019-01-01T10:22:21.000;Heller-Langosh;gas_transport;68.35;Hooper;NE;416.414;-965.232;1745;Engineer, automotive;1973-12-26T00:00:00.000;56c969b1428752619cc5d609d8aebb8d;41.893.432;-95.736.718;0
166;2019-01-01T10:29:29.000;Auer-West;shopping_net;1433.54;Cascade Locks;OR;45.671;-1.218.686;1288;Barrister;1936-05-01T00:00:00.000;cdf73aea45a42592972ad9668315b8c2;45.873.314;-121.589.038;0
167;2019-01-01T10:30:44.000;Zboncak, Rowe and Murazik;shopping_net;5.74;Parks;AZ;352.563;-111.95;759;Geologist, engineering;1957-03-28T00:00:00.000;c0d80cf33efb7a863fb576a68a7b352f;35.261.173;-111.444.946;0
168;2019-01-01T10:37:19.000;Bauch-Rayno;grocery_pos;146.33;Vinton;CA;400.235;-1.207.986;128;Education administrator;1966-02-21T00:00:00.000;67e41c2fc02089fcde1e7db628222949;39.892.043;-121.453.696;0
169;2019-01-01T10:40:20.000;Hudson-Grady;shopping_pos;7.29;Roseland;NE;404.591;-985.551;463;Nurse, mental health;1948-05-31T00:00:00.000;30209367f2bb4608201c43fd3770e6ba;40.039.238;-97.958.843;0
170;2019-01-01T10:41:51.000;Heller, Gutmann and Zieme;grocery_pos;120.69;Westfir;OR;437.575;-122.481;597;Forensic psychologist;1961-05-19T00:00:00.000;b911ea13d191fbe87b8febbf7674397b;44.642.041;-122.647.369;0
171;2019-01-01T10:45:31.000;Kuphal-Bartoletti;misc_net;2.55;Campbell;NE;402.967;-98.737;493;Surveyor, minerals;1940-09-13T00:00:00.000;cf2616223a657877fdd6510251f789bd;39.451.595;-99.296.808;0
172;2019-01-01T10:46:23.000;Smitham-Schille;grocery_net;88.26;Lake Oswego;OR;454.093;-1.226.847;42817;Planning and development surveyor;1982-05-28T00:00:00.000;eb43b531dcc75ab6d2be32f14572ad5a;44.486.464;-123.575.185;0
173;2019-01-01T10:47:11.000;Adams, Kovacek and Kuhlman;grocery_net;47.54;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;8b84871f95118c170b525195e68d8c03;45.542.176;-118.562.415;0
174;2019-01-01T10:50:07.000;Goodwin-Nitzsche;grocery_pos;118.12;Eugene;OR;440.385;-1.230.614;191096;Scientist, physiological;1964-04-06T00:00:00.000;f19ec0a7b2267036ee97a33683a6514d;44.739.051;-1.220.814;0
175;2019-01-01T10:50:54.000;Cummerata-Jones;gas_transport;72.28;Parker;CO;395.102;-1.047.216;84861;Materials engineer;1932-03-10T00:00:00.000;76ee8e0c687d52059a9bf7c0c9370abc;40.448.668;-10.463.093;0
176;2019-01-01T10:55:00.000;Emard Inc;gas_transport;74.15;Colton;WA;465.901;-1.171.692;761;Chief Marketing Officer;1943-06-30T00:00:00.000;573e840dfaa710256a6bce035d840630;46.902.305;-11.641.671;0
177;2019-01-01T10:56:02.000;Emard Inc;gas_transport;45.95;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;3b839d88dbaefcbbdd1582cbab25f775;47.989.002;-122.070.979;0
178;2019-01-01T11:02:29.000;Parisian, Schiller and Altenwerth;misc_net;6.79;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;56c81fc5198cf35619ddfff533af2298;40.765.904;-98.433.226;0
179;2019-01-01T11:08:07.000;Deckow-O'Conne;grocery_pos;161.29;Gardiner;OR;437.857;-1.241.437;260;Engineer, maintenance;1956-09-01T00:00:00.000;3ed5dc8ee7ce2b157c6987ff4c2bd9da;44.461.804;-124.866.861;0
180;2019-01-01T11:11:08.000;Stokes, Christiansen and Sipes;grocery_net;50.28;Kirtland Afb;NM;350.203;-1.065.503;310;Surveyor, land/geomatics;1978-09-30T00:00:00.000;f994beb587e7e87a029fdff28a6a349f;35.063.619;-1.062.421;0
181;2019-01-01T11:17:00.000;Auer-Mosciski;grocery_pos;138.6;Blairstown;MO;385.319;-939.221;467;Agricultural consultant;1950-05-27T00:00:00.000;36cf54dd7b4335e7fce6c396ada92b29;38.589.273;-93.017.727;0
182;2019-01-01T11:17:39.000;Morissette, Weber and Wiegan;grocery_net;43.12;Riverton;WY;430.351;-1.082.024;19408;Lecturer, higher education;1993-09-11T00:00:00.000;8804f4b8cd9cfdfac5b5aa615cc7691b;43.802.428;-107.281.335;0
183;2019-01-01T11:18:49.000;Heller-Langosh;gas_transport;63.61;Campbell;NE;402.967;-98.737;493;Surveyor, minerals;1940-09-13T00:00:00.000;233c4243eca00563e7ca952ebdbbf7ff;41.032.279;-99.607.767;0
184;2019-01-01T11:22:06.000;Osinski, Ledner and Leuschke;grocery_pos;48.07;Sacramento;CA;385.662;-1.213.286;757530;Magazine features editor;1979-04-30T00:00:00.000;bd8f0eccca6ea07a3fcf500998efc0f0;38.193.371;-121.865.864;0
185;2019-01-01T11:29:46.000;Prohaska-Murray;gas_transport;66.16;Glendale;CA;341.556;-1.182.322;172817;Advertising account planner;1982-07-30T00:00:00.000;46516eaf549beddb1e19c1f4e8b5a35d;34.917.214;-117.798.289;0
186;2019-01-01T11:30:36.000;Bogisich Inc;grocery_pos;138.46;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;9e9a286743a7c3eedcf5d17b7c4ffed2;4.011.124;-98.256.852;0
187;2019-01-01T11:31:43.000;Boyer PLC;misc_pos;68.7;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;80245e712edd419c40c30b5f841e9b41;33.932.468;-116.294.259;0
188;2019-01-01T11:37:44.000;Roberts-Beahan;misc_pos;105.57;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;45a31220dadaeb21792d0224968b4896;41.266.607;-99.508.962;0
189;2019-01-01T11:42:27.000;Douglas-White;entertainment;6.8;San Diego;CA;330.067;-117.069;1241364;Pharmacist, hospital;1960-03-01T00:00:00.000;c8e8d68a2b724b562c0911cc5adabc1c;3.297.625;-116.450.577;0
190;2019-01-01T11:47:23.000;Corwin-Collins;gas_transport;65.78;Brainard;NE;411.832;-969.882;614;Associate Professor;1967-06-20T00:00:00.000;1eb62e1d821e2d9c642dee5e42b86a80;42.123.682;-96.759.372;0
191;2019-01-01T11:49:31.000;Kovacek, Dibbert and Ondrick;grocery_pos;194.98;Kansas City;MO;389.621;-945.959;545147;Counsellor;1987-11-18T00:00:00.000;c6097958ea5466c24b66f0350d38d775;39.363.753;-94.657.276;0
192;2019-01-01T11:56:30.000;Raynor, Reinger and Hagenes;gas_transport;54.6;Jelm;WY;410.539;-1.060.763;100;Public librarian;1974-04-16T00:00:00.000;67fe62808265ffd73b50b485e19e97fb;41.229.067;-10.546.406;0
193;2019-01-01T12:00:35.000;Greenholt Lt;health_fitness;107.41;Meredith;CO;393.199;-1.066.596;61;Public relations account executive;1939-11-04T00:00:00.000;42cf87bcb4c4adf573d137589e74df9f;38.417.406;-106.386.284;0
194;2019-01-01T12:01:45.000;Dare, Fritsch and Zboncak;health_fitness;36.52;Meredith;CO;393.199;-1.066.596;61;Public relations account executive;1939-11-04T00:00:00.000;f823df96c24faf177f6c1569b2ce3c1d;39.838.766;-106.332.496;0
195;2019-01-01T12:04:54.000;Schimmel-Olson;kids_pets;47.96;Meadville;MO;397.795;-933.014;964;Tourist information centre manager;1974-12-23T00:00:00.000;522e4b449157a7b1e1b25a1710bca3d4;39.206.677;-93.033.773;0
196;2019-01-01T12:12:40.000;Hilpert-Conroy;kids_pets;31.17;Luray;MO;404.931;-918.912;519;Town planner;1966-02-13T00:00:00.000;145f9626ba7da47ad3672379e318ad6f;40.858.986;-92.209.069;0
197;2019-01-01T12:13:42.000;Jacobi Inc;health_fitness;19.03;Littleton;CO;395.994;-1.050.044;320420;Water engineer;1975-07-31T00:00:00.000;ea09483a48b1b77a85ae0a00fa341c54;39.105.052;-105.656.623;0
198;2019-01-01T12:18:32.000;Hammes-Beatty;kids_pets;78.55;Eugene;OR;440.385;-1.230.614;191096;Scientist, physiological;1964-04-06T00:00:00.000;0681c9e2a48735a47fccf0bed805d52f;44.398.931;-122.136.405;0
199;2019-01-01T12:27:15.000;Reichert, Rowe and Mraz;shopping_net;8.38;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;75971e5cf0d65c6410d8d9df1eeb626a;47.841.849;-122.904.667;0
200;2019-01-01T12:31:30.000;Hills-Witting;shopping_net;3.27;Moriarty;NM;349.889;-1.060.609;7268;Therapist, art;1988-08-04T00:00:00.000;4c5ea52c510bed81758879cb8bf7adb0;35.863.489;-105.606.809;0
201;2019-01-01T12:35:50.000;Prosacco, Kreiger and Kovacek;home;3.13;Smith River;CA;419.404;-1.241.587;1930;Web designer;1983-06-13T00:00:00.000;6e8e6642a7745cc089a12016bf5c3f10;41.918.079;-123.524.131;0
202;2019-01-01T12:41:17.000;Berge, Kautzer and Harris;personal_care;88.7;Grenada;CA;416.125;-1.225.258;589;Systems analyst;1945-12-21T00:00:00.000;1f4c10dd875868477f2cb5822795b5b8;41.586.814;-12.316.098;0
203;2019-01-01T12:41:20.000;Quitzon, Green and Bashirian;shopping_pos;2.72;Superior;AZ;332.887;-1.110.985;2872;Petroleum engineer;1987-10-28T00:00:00.000;7c2a58a8385f1947e3589e51e706b70f;32.469.997;-110.691.362;0
204;2019-01-01T12:41:33.000;Roberts-Beahan;misc_pos;9.32;Paauilo;HI;200.271;-1.553.697;1490;Scientist, research (maths);1991-04-13T00:00:00.000;532b525538d4cf450876c4dec3c7d6ab;20.515.285;-155.739.146;0
205;2019-01-01T12:45:45.000;Mante, Luettgen and Hackett;health_fitness;72.61;Fort Washakie;WY;430.048;-1.088.964;1645;Freight forwarder;1976-02-26T00:00:00.000;e41042536c148f8dbe7011201638ab90;43.866.236;-108.184.437;0
206;2019-01-01T12:47:15.000;Goyette, Howell and Collie;shopping_pos;3.7;Smith River;CA;419.404;-1.241.587;1930;Web designer;1983-06-13T00:00:00.000;0f37daac19e4121adac32c0a10f4b697;4.164.788;-124.744.747;0
207;2019-01-01T12:47:15.000;Jones, Sawayn and Romague;misc_net;7.27;Fort Washakie;WY;430.048;-1.088.964;1645;Information systems manager;1986-02-17T00:00:00.000;98e3dcf98101146a577f85a34e58feec;43.974.711;-109.741.904;0
208;2019-01-01T12:50:14.000;Bode-Schuste;kids_pets;109.06;Powell Butte;OR;442.415;-1.210.113;2016;Local government officer;1953-12-25T00:00:00.000;5089ffa656bebaca749b9b970f40149c;43.729.748;-12.013.096;0
209;2019-01-01T12:52:28.000;Gottlieb-Hansen;personal_care;3.65;Red River;NM;366.659;-1.054.694;606;Surveyor, land/geomatics;1988-09-06T00:00:00.000;9661da49b30fedc727d315cddd5e9699;36.849.101;-104.807.088;0
210;2019-01-01T12:54:36.000;Kub PLC;personal_care;215.27;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;69594a3099154547d6c1712c1d52d37f;3.358.785;-111.796.899;0
211;2019-01-01T12:55:23.000;Watsica LLC;personal_care;4.31;Riverton;WY;430.351;-1.082.024;19408;Lecturer, higher education;1993-09-11T00:00:00.000;e2ae9911ffdda9776dabf41e16beda9c;4.396.206;-108.042.065;0
212;2019-01-01T12:56:17.000;Hauck, Dietrich and Funk;kids_pets;44.21;Freedom;WY;430.172;-1.110.292;471;Education officer, museum;1967-08-02T00:00:00.000;2d51fc0937644072fe09e1cd998a006e;43.329.385;-111.772.465;0
213;2019-01-01T12:59:20.000;Crist, Jakubowski and Littel;home;74.22;Independence;MO;391.412;-943.515;123373;Engineer, production;1992-11-27T00:00:00.000;d355c6d214ff0ff59c941504ec72ee79;38.442.726;-9.442.199;0
214;2019-01-01T13:06:44.000;Metz, Russel and Metz;kids_pets;197.7;Lake Oswego;OR;454.093;-1.226.847;42817;Planning and development surveyor;1982-05-28T00:00:00.000;5d2223325a5c3fb2567bca7bab674f5f;4.484.209;-122.089.726;0
215;2019-01-01T13:07:33.000;Bahringer, Bergnaum and Quitzon;home;106.65;Shedd;OR;44.453;-1.231.065;917;Radio broadcast assistant;1995-07-08T00:00:00.000;c9df02be0b8e5207cef6d85ecf9f1b6f;43.617.342;-122.715.918;0
216;2019-01-01T13:09:58.000;Kihn, Abernathy and Douglas;shopping_net;4.85;Kirtland Afb;NM;350.203;-1.065.503;310;Surveyor, land/geomatics;1978-09-30T00:00:00.000;f045242b4d3a9409c0744bb2a17480c4;35.377.937;-10.662.152;0
217;2019-01-01T13:11:57.000;Padberg-Rogahn;entertainment;81.67;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;3e7217f3499fa2b8616b800aa8edabce;45.184.297;-118.779.534;0
218;2019-01-01T13:13:15.000;Dibbert-Green;entertainment;57.26;Parks;AZ;352.563;-111.95;759;Geologist, engineering;1957-03-28T00:00:00.000;6349378a3faf02e2c4bdf2fd706c0b62;36.130.873;-111.009.704;0
219;2019-01-01T13:14:37.000;Nienow PLC;entertainment;68.58;Kissee Mills;MO;366.704;-930.377;1201;Engineer, agricultural;1980-03-18T00:00:00.000;20880c46bb7e341cabbbdf36d71ad084;37.415.939;-92.949.237;0
